guid,label,premise,hypothesis,expl1,template
3427540832.jpg#3r1n,neutral,A man wearing a hat and scarf stands in a crowd.,A man wearing a hat and scarf,Not all men in a crowd wear a hat and scarf.,
3427540832.jpg#3r1e,entailment,A man wearing a hat and scarf stands in a crowd.,A man wearing a hat and scarf stands in a crowd.,"A man certainly is wearing a hat and a scarf, and he definitely stands in a crowd.",
3188507526.jpg#4r1e,entailment,People are dancing and enjoying the live music.,People are dancing and enjoying the live music.,People are just dancing and enjoying the live music.,
2722957422.jpg#1r1e,entailment,Small children are getting off a school bus.,Children are getting off a school bus.,children are getting off a school bus is the same as children are getting off a school bus,
4879978524.jpg#1r1e,entailment,"Two women in green shirts, one of them in red glasses, are watching an event outside and smiling.",two women in green,Two women in green is same two women in green.,
3233322632.jpg#2r1e,entailment,A sailor takes a photo with a life preserver.,a sailor takes a photo with a life preserver,The two sentences are the same. A sailor takes a photo with a life preserver. a sailor takes a photo with a life preserver,
2590671327.jpg#3r1e,entailment,Three women jumping in front of a body of water.,Three women jumping in front of a body of water,women almost the same as women,
6907002468.jpg#4r1e,entailment,Mountain bikers perform tricks on a wooded trail.,Bikers perform tricks on a wooded trail.,The bikers are a specific type (Mountain).,
2188688248.jpg#1r1e,entailment,Skiers are on the snow near to the resort buildings below the mountain range.,Skiers are on the snow,The precise location of the snow that the skiers are on does not change the fact that the skiers are on the snow.,
2620756624.jpg#0r1e,entailment,An older man gives verbal instruction about handling owls to a young boy in a clearing in a park or wooded area.,An older man gives verbal instruction,""" An older man gives verbal instruction "" is the introductory information in the first sentence, and the only information in the second.",
4813304431.jpg#2r1e,entailment,A man stands with a flag outside a middle eastern palace.,A man stands with a flag,"outside a middle eastern palace, there is a flag",
4813304431.jpg#1r1e,entailment,A man holds multiple flags while standing in a town square.,a man holds multiple flags,A man holds multiple flags is the same as a man holds multiple flags.,
4935741741.jpg#3r1e,entailment,People stopping at busy street looking at vendor carts.,People stopping at busy street,"The people are looking at vendor carts, so they are stopping.",
2857473929.jpg#4r1n,neutral,Two men standing on a street.,Two men standing,"They are standing on a street, not merely standing.",
3509611207.jpg#2r1e,entailment,Three girls with head wraps carrying objects while standing on unpaved surface.,Three girls with head wraps carrying objects,"There were three girls with head wraps carrying objects in both sentences, so it follows that it was while they were standing on unpaved surface. So X is a form of Y.",
4830165439.jpg#3r1e,entailment,A man is standing in front of a microphone at a podium,a man is standing in front of a microphone,The location of the man who is near the microphone is described specifically.,
4450688406.jpg#0r1e,entailment,A person in a yellow shirt carrying a clear plastic bag with three oranges in it.,A person in a yellow shirt carrying a clear plastic bag,The plastic has three oranges in it.,
2151514290.jpg#1r1e,entailment,A woman with long brown hair and a winter coat looks upwards next to large paned glass windows.,A woman with long brown hair and a winter coat looks upwards,Both woman with brown hair looks upwards.,
2151514290.jpg#3r1e,entailment,A woman is looking out the window up at the sky.,A woman is looking out the window,A woman is looking up the sky,
2895548671.jpg#1r1n,neutral,People are walking while one male has his head turned to the left side.,people are walking,People are walking while one male has his head turned to the left side does not necessary that people are walking,
2180731945.jpg#4r1e,entailment,There are two guys near the podium.,There are two guys near the podium,Two guys near the podium is being restated.,
4648460722.jpg#3r1e,entailment,A group of people are standing before a stage.,People are standing before a stage.,a group of people is rephrased as people.,
4320863128.jpg#0r1e,entailment,"A community day to clean up the park, as volunteers rake, prune and clean up cutting branches and vines to make the park more attractive for families to gather in",A community day to clean up the park,"Volunteers who rake, prune, and clean up cutting branches a vines to clean up the park are by implication participating in a day to clean up the park.",
397080364.jpg#3r1e,entailment,"A skier poses next to a ""Experts Only"" sign with a ski lift in the background.",a skier poses,The skier poses.,
3551447084.jpg#4r1e,entailment,A person riding a dirt bike.,A person riding a dirt bike.,A dirt bike is a type of bike.,
2998504949.jpg#0r1e,entailment,"A man in a blue jacket walks a small, white animal while a London Sightseeing bus drives behind him.","A man in a blue jacket walks a small, white animal",London Sightseeing bus is behind a man in a blue jacket,
4661596520.jpg#4r1e,entailment,People are sitting in a circle and talking to each other.,people are sitting,Sitting in a circle is a specific arrangement of people who are sitting.,
2371545499.jpg#1r1e,entailment,A little girl wearing a decorated helmet is slumped over a small two-wheel bike.,A little girl wearing a decorated helmet is slumped,"if a person is slumped over an object, then they must be slumped",
3010665251.jpg#3r1e,entailment,A young child is playing with his big toy.,A young child is playing,They young child is playing with a big toy.,
40302299.jpg#4r1n,neutral,A bunch of kids having fun and laughing.,A bunch of kids having fun,THE KIDS MAY NOT BE LAUGHING,
2549452277.jpg#0r1e,entailment,A pony-tailed man in a yellow jacket is wearing a bicycle helmet.,A pony-tailed man in a yellow jacket is wearing a bicycle helmet.,WEARING MEANS HE HAS ON THE JACKET AND HELMET.,
2072574835.jpg#0r1e,entailment,Greyhound dogs wearing racing stripes are running out of a gate on a track.,Dogs wearing racing stripes are running out of a gate on a track.,There are both dogs running.,
4898322279.jpg#1r1e,entailment,Two people work with garden tools in a rocky landscape.,Two people work with garden tools in a rocky landscape,wo people work with garden tools in a rocky landscape is same as wo people work with garden tools in a rocky landscape.,
3383055716.jpg#1r1e,entailment,A man is using a machine on the ground in front of a stone peacock.,a man is using a machine,man is using a machine is the same as man is using a machine,
2567035103.jpg#3r2e,entailment,Two dogs are playing in the grass.,Dogs are playing in the grass.,two dogs can be written as dogs,
4078860212.jpg#2r1e,entailment,Two guys stand by as another guy skates down the road.,two guys stand,two guys stand is the same as two guys stand,
3458379941.jpg#1r1e,entailment,a boy under an umbrella is held by his father who is wearing a blue coat,a boy under an umbrella,A boy under an umbrella is repeated.,
783994497.jpg#0r1e,entailment,A group of people are getting fountain drinks at a convenience store.,A group of people are getting fountain drinks at a convenience store,These are an exact restatement for a group of people.,
1659337157.jpg#2r3e,entailment,In the beach a woman is balancing a basket of shells on her head.,A woman is balancing a basket of shells on her head.,balancing a basket shows that  basket of shells on her head.,
4605314351.jpg#3r1e,entailment,A shot of trees with the sky scrapers overlooking the view.,Trees with the sky scrapers overlooking the view.,Trees with the sky scapers overlooking the view is the exact same thing as Trees with the sky scrapers overlooking the view.,
